# http://networkrepository.com/soc-ANU-residence.php
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
10	2
10	11
10	12
10	3
10	13
10	14
10	15
10	16
10	17
10	18
10	19
10	20
10	21
10	22
10	23
10	24
25	26
25	27
25	13
25	28
25	29
25	30
25	31
25	32
25	17
25	33
25	34
25	35
25	20
25	36
25	37
25	38
25	39
25	40
25	41
25	42
2	1
2	10
2	43
2	44
2	13
2	4
2	5
2	45
2	46
2	47
2	48
2	49
2	50
2	7
2	8
2	51
2	52
2	53
2	9
2	54
55	56
55	57
55	58
55	48
55	59
55	60
55	61
55	62
55	41
55	63
55	64
55	65
55	66
67	68
67	69
67	70
67	52
67	53
67	71
67	72
67	73
74	28
74	75
74	76
74	77
74	78
74	79
74	80
74	81
74	82
74	38
74	83
74	84
74	85
74	86
11	10
11	2
11	4
11	16
11	69
11	87
11	52
11	23
11	88
11	89
90	91
90	46
90	92
90	93
90	47
90	94
90	95
90	96
97	43
97	44
97	3
97	5
97	98
97	99
97	68
97	100
97	101
97	32
97	18
97	102
97	103
97	104
97	52
105	1
105	11
105	44
105	27
105	3
105	14
105	106
105	5
105	6
105	59
105	17
105	107
105	108
105	9
12	10
12	13
12	109
12	110
12	111
12	108
12	23
12	112
43	1
43	2
43	105
43	3
43	4
43	14
43	5
43	113
43	59
43	8
44	2
44	105
44	27
44	3
44	4
44	14
44	5
44	59
44	17
44	107
26	25
26	13
26	45
26	114
26	115
26	116
26	49
26	117
26	118
26	36
26	61
26	119
26	120
26	54
26	121
27	2
27	105
27	44
27	3
27	28
27	14
27	106
27	122
27	45
27	77
27	123
27	47
27	113
27	59
27	60
27	34
27	20
27	7
27	8
27	107
27	22
27	40
27	124
27	125
27	42
27	54
27	66
27	126
3	1
3	10
3	97
3	105
3	43
3	27
3	4
3	14
3	57
3	45
3	6
3	113
3	59
3	17
3	7
3	8
3	22
3	127
3	128
3	129
3	9
13	10
13	2
13	12
13	43
13	44
13	26
13	3
13	5
13	45
13	100
13	36
13	130
13	108
13	22
13	131
13	128
13	52
13	23
13	53
13	24
4	1
4	10
4	2
4	11
4	105
4	43
4	44
4	3
4	29
4	56
4	5
4	45
4	48
4	132
4	108
4	133
28	74
28	33
28	34
28	35
28	8
28	107
28	39
28	40
28	124
28	42
75	74
75	76
75	77
75	79
75	83
75	134
75	84
75	135
75	65
75	86
75	66
109	12
109	136
109	110
109	111
109	108
109	23
109	137
29	2
29	27
29	4
29	28
29	5
29	45
29	138
29	48
29	50
29	132
29	108
29	51
29	139
14	2
14	105
14	44
14	27
14	3
14	106
14	5
14	59
14	60
14	7
14	8
14	22
14	140
14	63
106	1
106	105
106	27
106	3
106	28
106	14
106	141
106	47
106	113
106	59
106	142
106	143
106	7
106	140
106	71
56	55
56	57
56	58
56	48
56	144
56	145
56	63
56	146
57	55
57	74
57	3
57	56
57	58
57	147
57	59
57	148
57	79
57	61
57	41
57	63
57	146
57	149
57	150
57	86
122	27
122	76
122	151
122	152
122	153
122	154
122	30
122	107
122	82
122	38
122	155
122	139
122	54
122	156
5	1
5	10
5	2
5	105
5	12
5	43
5	44
5	3
5	13
5	4
5	109
5	29
5	14
5	98
5	49
5	51
5	157
76	74
76	75
76	56
76	57
76	122
76	77
76	151
76	153
76	154
76	79
76	82
76	38
76	83
76	139
76	158
45	67
45	27
45	3
45	159
45	69
45	87
45	127
45	129
45	112
45	24
15	10
15	68
15	18
15	142
15	160
15	87
15	150
6	1
6	2
6	98
6	49
6	113
6	117
6	9
6	71
77	74
77	75
77	76
77	79
77	83
77	84
77	135
77	65
77	86
77	66
58	55
58	56
58	57
58	48
58	59
58	60
58	62
58	41
58	63
58	146
91	90
91	48
46	2
46	98
46	92
46	161
46	147
46	93
46	115
46	47
46	48
46	49
46	100
46	50
46	69
46	103
46	53
46	162
46	73
141	98
141	163
141	161
141	47
141	94
141	143
141	164
141	165
141	166
141	167
141	70
141	128
141	88
141	85
141	71
141	72
141	24
98	55
98	92
98	94
98	154
98	48
98	49
98	117
98	168
98	144
98	169
98	53
98	162
98	126
136	109
136	14
136	170
136	171
136	36
136	127
136	133
136	137
136	121
163	141
163	98
163	138
163	92
163	170
163	93
163	115
163	47
163	172
163	148
163	165
163	127
163	41
163	149
163	24
163	73
138	151
138	92
138	161
138	147
138	173
138	115
138	47
138	172
138	94
138	95
138	154
138	174
138	168
151	138
151	161
151	175
151	173
151	153
151	172
151	154
151	78
151	174
151	168
151	158
151	176
92	163
92	138
92	147
92	170
92	175
92	93
92	115
92	47
92	172
92	94
92	95
92	48
92	96
92	177
92	178
123	1
123	113
123	80
123	7
123	22
123	124
123	9
161	46
161	141
